,pay_schedule_1,pay_schedule_2,pay_schedule_3,pay_schedule_4,home_owner,income,current_address_year,has_debt,amount_requested,risk_score,risk_score_2,risk_score_3,ext_quality_score,ext_quality_score_2,inquiries_last_month,e_signed,personal_accounts_month
7799,1,0,0,0,0,37.25,3,1,280.0,15.4752,7.454420170000001,8.486487700000001,7.583259999999999,8.583260000000001,8,1,66
7800,1,0,0,0,0,32.55,3,1,70.0,15.24,6.21089076,9.23639792,7.59422,6.59422,5,1,86
7801,1,0,0,0,1,51.55,6,1,135.0,16.2604,7.52451261,9.12473065,4.84476,6.84476,7,1,30
7802,1,0,0,0,1,25.45,10,1,60.0,16.1206,7.67985714,9.66286586,9.12058,6.12058,10,0,87
7803,0,0,0,1,0,31.95,3,0,70.0,15.5507,7.68398319,9.24762076,6.875520000000001,7.87552,6,0,26
7804,0,0,0,1,1,62.6,6,1,85.0,16.3382,7.587504200000001,7.9914482,4.781079999999999,5.781079999999999,5,0,55
7805,0,1,0,0,1,50.2,2,1,80.0,15.5173,4.29247899,8.9230562,3.4329799999999997,3.4329799999999997,4,0,40
7806,1,0,0,0,0,45.75,2,1,60.0,16.0447,6.17133613,9.26019034,6.128400000000001,4.1284,5,0,62
7807,0,1,0,0,0,23.77,3,1,80.0,15.4799,7.87363025,8.67570479,7.0723899999999995,5.07239,5,1,25
7808,1,0,0,0,0,47.55,4,1,220.0,16.2868,6.53078151,8.21680284,6.65652,4.65652,9,1,74
7809,0,0,1,0,0,36.0,3,1,120.0,16.1965,7.31563866,8.77715927,3.93229,6.93229,3,1,88
7810,1,0,0,0,1,40.1,1,1,90.0,15.7432,6.9519916,9.327751840000001,6.60919,4.60919,3,0,38
7811,1,0,0,0,0,37.4,1,1,60.0,15.9396,7.02253782,9.67453762,5.27886,8.27886,9,1,29
7812,0,1,0,0,0,50.45,5,1,50.0,16.0156,8.09403361,9.93221404,7.242189999999999,7.242189999999999,5,0,62
7813,1,0,0,0,0,35.35,2,1,110.0,15.9826,7.27548739,7.41942,4.6057500000000005,7.6057500000000005,7,1,42
7814,0,0,0,1,0,35.35,4,0,110.0,16.1257,7.21726891,8.99084216,6.346509999999999,7.34651,4,1,38
7815,0,0,0,1,1,20.1,8,0,60.0,15.601,5.21596639,8.70993446,7.00557,6.0055700000000005,7,1,133
7816,0,0,1,0,1,51.0,11,1,120.0,16.0743,6.765764709999999,9.5519842,6.829460000000001,5.829459999999999,5,1,40
7817,1,0,0,0,1,37.1,1,1,60.0,15.7719,6.6972773100000005,8.19368379,7.1134200000000005,7.1134200000000005,8,0,29
7818,0,0,1,0,0,36.15,3,0,100.0,16.093,7.116058819999999,8.73316574,5.637180000000001,6.637180000000001,3,1,37
7819,1,0,0,0,1,45.3,7,1,90.0,16.3701,6.6658823499999995,8.866942,5.359310000000001,5.359310000000001,9,1,62
7820,1,0,0,0,1,50.4,5,1,60.0,15.9269,6.3151176499999995,8.755611420000001,4.11558,7.1155800000000005,3,1,26
7821,0,1,0,0,1,31.8,1,1,510.0,16.3828,8.17441176,8.98983211,5.3544599999999996,8.35446,6,0,54
7822,1,0,0,0,1,62.6,1,1,190.0,16.472,6.488361339999999,7.93668073,0.8750199999999999,2.8750199999999997,7,1,38
7823,0,0,1,0,0,46.95,2,1,80.0,16.1946,7.19105882,8.74349075,7.36732,5.367319999999999,2,1,41
7824,0,0,0,1,0,37.35,2,1,50.0,15.3667,4.57156303,8.74292961,5.39423,5.39423,7,0,134
7825,1,0,0,0,1,52.7,8,1,145.0,16.2668,7.99163025,9.70944065,6.48899,5.48899,6,1,29
7826,1,0,0,0,0,17.65,0,0,80.0,15.9118,6.6203445400000005,8.97939486,5.70118,4.70118,9,0,49
7827,0,0,0,1,0,44.95,2,0,40.0,15.2567,6.0798067200000006,9.14773748,6.50413,5.50413,19,1,50
7828,0,0,1,0,0,46.65,0,1,120.0,15.9211,6.26110924,7.71087718,6.20095,5.20095,12,1,16
7829,1,0,0,0,0,15.7,2,1,40.0,15.5657,7.712428569999999,8.945501890000001,4.69203,5.69203,12,1,38
7830,0,0,1,0,1,17.75,3,1,55.0,14.9269,6.17013445,8.93551356,5.93078,5.93078,4,0,50
7831,0,1,0,0,0,18.9,0,1,60.0,15.9012,7.84236134,9.000942720000001,5.44851,6.44851,3,1,26
7832,0,1,0,0,0,35.95,5,1,40.0,15.5142,6.94640336,8.81183785,8.47725,6.47725,6,1,12
7833,1,0,0,0,1,24.6,10,1,70.0,16.0532,6.69765546,8.832487879999999,6.31864,5.31864,5,1,38
7834,1,0,0,0,1,26.4,4,1,50.0,15.0447,5.31045378,8.63171126,7.06471,5.06471,6,1,26
7835,1,0,0,0,1,17.35,4,1,50.0,16.3382,7.035008400000001,9.31630454,8.439029999999999,7.43903,4,1,62
7836,1,0,0,0,0,37.85,3,0,70.0,15.0532,6.4956638700000005,9.05728138,7.8008,4.8008,5,1,29
7837,1,0,0,0,0,52.65,2,1,40.0,16.1267,7.15889916,8.99106662,7.07147,6.07147,5,1,30
7838,1,0,0,0,0,27.3,5,0,210.0,16.0826,7.7829327699999995,8.51858502,6.84858,6.84858,2,0,50
7839,1,0,0,0,0,18.45,0,1,70.0,15.0596,7.2743277299999995,7.801557730000001,5.13783,5.13783,5,0,27
7840,1,0,0,0,0,66.45,6,1,70.0,16.1226,6.48268908,9.1486353,4.753839999999999,6.75384,3,0,42
7841,0,1,0,0,0,62.35,0,1,360.0,15.8496,7.4387395000000005,9.15940923,6.746689999999999,7.746690000000001,5,1,42
7842,1,0,0,0,0,36.75,4,1,80.0,15.7641,6.62533613,8.036002869999999,7.32135,7.32135,3,0,63
7843,0,1,0,0,1,80.55,0,1,980.0,16.5057,7.3557058799999995,9.292848809999999,8.4297,7.4297,5,0,42
7844,0,1,0,0,0,21.8,3,0,90.0,15.9001,7.6541260499999995,9.08051266,4.70174,4.70174,5,1,38
7845,1,0,0,0,0,32.15,8,1,90.0,16.0178,6.457344539999999,8.58547315,6.1769,7.176900000000001,8,1,1
7846,1,0,0,0,1,47.35,6,0,90.0,15.8472,6.94438655,9.304408330000001,4.25977,6.25977,13,1,37
7847,1,0,0,0,0,32.9,2,1,60.0,14.9545,7.421176470000001,9.06861645,5.3763000000000005,6.3763000000000005,9,0,25
7848,0,1,0,0,0,51.0,2,1,100.0,15.5937,5.8842352899999995,7.47508529,4.84835,6.84835,6,1,26
7849,0,1,0,0,0,27.83,0,1,90.0,15.9373,7.86056303,9.012614469999999,6.5089,7.5089,5,1,41
7850,1,0,0,0,1,46.35,1,1,50.0,16.1546,8.42634454,8.56358862,4.84976,4.84976,2,1,37
7851,0,1,0,0,0,30.15,2,1,240.0,16.184,6.54529412,9.09229664,7.54188,4.54188,4,1,86
7852,1,0,0,0,0,17.6,8,1,120.0,15.9465,6.91768067,9.4500808,6.80726,7.80726,2,1,28
7853,0,1,0,0,1,32.6,2,0,60.0,16.0961,7.30852941,8.9238418,6.98584,5.98584,7,0,38
7854,1,0,0,0,0,55.8,3,1,90.0,15.8594,7.25847059,9.39351769,6.94573,6.94573,7,0,29
7855,1,0,0,0,0,25.75,1,1,40.0,15.9567,4.24127731,8.789055489999999,4.60069,4.60069,7,1,33
7856,0,0,0,1,1,25.21,1,0,40.0,16.1507,7.6922605,8.67693931,5.33933,7.3393299999999995,7,0,37
7857,1,0,0,0,1,27.45,1,1,90.0,16.1801,6.817327730000001,8.96761088,8.41574,6.4157399999999996,3,1,31
7858,1,0,0,0,0,27.45,2,1,50.0,15.4815,6.05607563,9.13606572,6.77717,7.77717,4,1,73
7859,1,0,0,0,0,35.5,2,1,70.0,16.1186,6.53380672,7.981572099999999,7.28515,7.28515,2,1,98
7860,0,1,0,0,0,31.8,6,0,60.0,16.4087,7.81912605,8.990617709999999,4.8007100000000005,4.8007100000000005,5,0,86
7861,1,0,0,0,0,37.5,5,1,60.0,16.0785,6.72698319,8.22679117,4.34387,5.343869999999999,9,1,74
7862,0,0,0,1,1,51.8,6,1,280.0,16.0774,6.36021849,8.83271234,6.972810000000001,7.97281,9,1,42
7863,0,0,1,0,1,67.2,4,1,90.0,15.8715,5.85011765,8.65303466,5.8396099999999995,5.8396099999999995,9,0,42
7864,1,0,0,0,1,47.8,1,0,110.0,16.0351,8.39129412,8.20569222,2.28962,2.28962,24,1,38
7865,0,0,0,1,1,21.35,2,1,90.0,15.6676,8.622033609999999,9.68688274,8.48312,8.48312,3,1,50
7866,1,0,0,0,1,66.25,2,1,370.0,15.9815,7.03413445,8.66481864,5.67465,6.67465,4,1,15
7867,1,0,0,0,1,70.55,0,1,140.0,16.1447,8.0692521,9.60675166,6.87461,5.8746100000000006,4,0,39
7868,1,0,0,0,0,19.35,0,1,90.0,15.4186,6.76967227,8.697701559999999,3.9618399999999996,6.9618400000000005,10,0,50
7869,0,1,0,0,0,50.7,4,1,110.0,16.2023,6.84121008,7.823217810000001,7.8783199999999995,4.8783199999999995,4,0,85
7870,1,0,0,0,0,56.5,10,1,160.0,16.0649,6.78803361,9.05885258,6.4738,7.473800000000001,9,1,28
7871,0,0,0,1,0,32.35,2,1,80.0,15.346,5.7854453800000005,9.11507901,7.03685,6.03685,6,0,39
7872,0,0,0,1,1,30.85,1,0,100.0,15.8312,6.24430252,9.00184055,4.84468,5.84468,20,1,30
7873,1,0,0,0,0,35.55,2,1,70.0,15.7086,6.28801681,8.508484469999999,6.962549999999999,6.962549999999999,7,0,50
7874,1,0,0,0,0,32.3,2,0,40.0,15.8324,7.86844538,9.60865954,5.14069,8.140690000000001,2,1,49
7875,1,0,0,0,0,50.82,1,1,120.0,16.2118,6.36568067,9.83255522,6.0008799999999995,6.0008799999999995,4,1,39
7876,0,1,0,0,1,32.82,4,1,80.0,15.8509,8.16468067,8.52026845,5.25647,6.256469999999999,6,1,86
7877,0,1,0,0,1,45.85,7,1,70.0,15.9737,6.139563030000001,9.03607021,5.21063,7.21063,6,0,30
7878,1,0,0,0,1,94.4,4,1,60.0,15.4767,7.58018487,8.92429072,7.44736,5.44736,5,0,86
7879,0,0,1,0,0,20.2,2,1,40.0,15.7273,6.483142859999999,7.700776620000001,5.1885,4.1885,9,1,28
7880,0,1,0,0,0,26.8,1,0,120.0,15.9419,6.89858824,9.5413225,6.4101099999999995,7.4101099999999995,7,0,85
7881,1,0,0,0,1,50.25,1,1,60.0,15.9522,5.87140336,8.54204076,1.68435,3.6843500000000002,6,0,39
7882,1,0,0,0,0,40.62,3,1,110.0,15.5356,7.65940336,8.867615370000001,5.9545,6.9545,6,1,50
7883,1,0,0,0,0,30.4,3,1,120.0,15.3163,6.62517647,9.05761806,4.71076,5.7107600000000005,5,0,61
7884,1,0,0,0,0,21.7,2,1,50.0,15.068,6.17172269,8.64315856,7.22883,6.228829999999999,10,1,27
7885,1,0,0,0,0,17.65,2,1,80.0,16.1704,8.26647059,9.57476656,6.665489999999999,6.665489999999999,6,0,38
7886,0,0,1,0,1,25.75,2,1,120.0,16.0426,7.4515882399999995,8.51914617,3.17162,6.17162,12,1,50
7887,0,1,0,0,0,16.1,0,0,40.0,16.1427,7.37880672,7.99156042,5.26061,5.26061,3,1,50
7888,0,0,1,0,0,18.7,0,1,80.0,15.6607,8.232848740000001,8.03633956,3.66358,6.66358,6,1,26
7889,0,1,0,0,0,26.3,6,1,90.0,15.9759,7.39893277,8.83304902,5.72944,5.72944,6,1,97
7890,0,0,0,1,1,41.45,4,0,240.0,15.8654,5.63967227,9.30564284,4.85743,6.85743,5,1,50
7891,1,0,0,0,0,27.1,3,1,70.0,15.9601,6.31739496,8.50713773,7.3964799999999995,6.39648,6,1,50
7892,0,1,0,0,0,31.25,0,1,80.0,15.7046,8.12266387,9.18151823,6.79837,7.79837,6,0,31
7893,1,0,0,0,0,23.2,2,1,50.0,16.1246,6.18631092,8.78883103,6.58319,5.58319,5,0,21
7894,1,0,0,0,1,51.1,9,1,40.0,15.9992,6.38260504,8.67615371,5.673089999999999,7.67309,9,1,26
7895,1,0,0,0,0,23.95,10,1,40.0,15.9511,7.55816807,8.49602711,5.0813,6.0813,20,0,55
7896,0,0,0,1,0,55.8,3,1,170.0,16.2714,5.926067229999999,8.531379059999999,7.31231,7.31231,3,1,27
7897,0,0,0,1,1,35.8,7,1,120.0,16.1023,7.15742017,9.19274107,8.814729999999999,5.81473,5,1,1
7898,0,1,0,0,0,15.1,8,1,50.0,15.034,7.403647060000001,8.68861106,6.4187,8.4187,12,1,54
7899,1,0,0,0,0,23.65,2,1,60.0,15.8953,6.4274033600000005,9.09139881,7.41348,5.413480000000001,17,1,86
7900,1,0,0,0,0,30.5,2,1,70.0,15.4528,6.816865549999999,9.14728856,6.211259999999999,7.21126,9,0,39
7901,1,0,0,0,1,36.2,4,0,80.0,16.0837,6.9594537800000005,9.67610882,7.351649999999999,7.351649999999999,5,0,86
7902,0,1,0,0,0,37.0,1,0,60.0,15.0124,7.0128235299999995,9.13561681,6.3807100000000005,4.38071,6,1,37
7903,1,0,0,0,0,61.7,4,1,60.0,15.6197,5.7212773100000005,8.77671036,4.36664,4.36664,9,0,86
7904,1,0,0,0,0,27.9,2,1,70.0,15.8037,6.26645378,8.27168253,6.26725,7.26725,8,1,13
7905,1,0,0,0,0,36.75,9,1,110.0,15.9465,5.44541176,9.74198689,7.80679,6.80679,7,0,129
7906,1,0,0,0,0,29.85,1,0,100.0,16.0691,5.31821008,8.67738822,4.8691699999999996,6.86917,9,1,37
7907,1,0,0,0,0,52.35,2,1,80.0,15.7641,7.42436134,8.74461304,6.5676000000000005,4.5676,9,0,55
7908,1,0,0,0,0,12.86,0,1,40.0,15.8213,6.69596639,8.34047854,7.35977,5.35977,3,0,29
7909,1,0,0,0,0,45.55,4,0,60.0,15.2251,8.399428570000001,8.49726163,6.43787,6.43787,4,0,28
7910,1,0,0,0,1,31.25,1,1,80.0,15.9036,7.04603361,8.731370080000001,7.99839,4.99839,4,0,38
7911,1,0,0,0,0,31.3,1,1,40.0,15.7059,4.62546218,8.93484019,7.39796,4.39796,4,0,41
7912,1,0,0,0,0,16.7,1,1,120.0,15.8138,5.92758824,8.74382744,4.61826,5.61826,5,0,38
7913,0,0,1,0,1,40.9,3,1,120.0,16.0383,8.09067227,9.731886339999999,6.08666,7.08666,4,0,19
7914,1,0,0,0,1,31.65,2,1,70.0,15.6537,7.2665042,7.63310289,6.3627,5.3627,4,0,31
7915,1,0,0,0,0,35.1,0,1,100.0,15.6883,6.18698319,9.272086550000001,6.30354,4.30354,6,1,98
7916,1,0,0,0,0,35.95,4,1,120.0,14.9246,7.74496639,9.60764949,6.0829200000000005,7.0829200000000005,8,0,26
7917,1,0,0,0,1,38.7,5,0,70.0,16.3887,9.084999999999999,9.76443257,6.3987099999999995,9.39871,5,1,37
7918,1,0,0,0,0,26.2,2,1,50.0,15.7287,7.25353782,9.21563566,5.781420000000001,6.781420000000001,7,1,30
7919,1,0,0,0,0,25.55,6,1,40.0,16.2985,7.386235289999999,8.64192404,6.385459999999999,6.385459999999999,2,0,26
7920,1,0,0,0,1,22.85,7,0,230.0,16.0889,8.10594118,9.21608458,6.34617,5.34617,4,0,62
7921,1,0,0,0,0,51.35,3,1,70.0,15.8163,7.561067230000001,9.50664392,8.54292,8.54292,3,1,54
7922,1,0,0,0,0,31.7,4,1,140.0,16.2567,5.94556303,9.53021189,6.94206,4.94206,6,0,28
7923,1,0,0,0,1,31.25,1,1,90.0,15.6382,7.22578151,9.03506015,4.64841,4.64841,4,0,55
7924,1,0,0,0,1,21.7,4,1,110.0,15.5492,7.02161345,9.05885258,4.76202,4.76202,7,1,86
7925,1,0,0,0,0,17.5,1,1,40.0,15.6759,6.4324033599999995,8.541030710000001,7.56362,4.56362,5,1,38
7926,1,0,0,0,1,60.7,3,1,200.0,16.1946,7.154991600000001,9.09218441,8.322049999999999,7.32205,13,1,97
7927,0,0,0,1,0,51.51,2,1,40.0,15.641,5.54672269,9.22573622,6.5306299999999995,6.5306299999999995,19,0,50
7928,1,0,0,0,1,67.3,11,1,90.0,15.582,7.10873109,8.53025678,5.07221,5.07221,8,1,29
7929,1,0,0,0,0,30.0,3,1,70.0,15.6297,8.02027731,9.13539235,8.48126,8.48126,9,1,29
7930,1,0,0,0,0,27.75,2,1,60.0,15.6325,6.51841176,8.6421485,5.76524,5.76524,5,1,38
7931,0,1,0,0,0,32.65,9,1,40.0,15.4736,6.743789919999999,8.45124798,6.8952100000000005,7.8952100000000005,2,0,33
7932,0,1,0,0,1,32.8,2,1,60.0,15.6125,7.115361340000001,7.3510729,5.16197,7.16197,3,1,54
7933,1,0,0,0,0,45.35,5,1,100.0,15.8703,7.32989076,9.024174,5.79762,4.79762,5,1,98
7934,1,0,0,0,0,36.6,3,0,70.0,16.2484,7.66971429,8.733390199999999,5.01751,8.01751,8,0,38
7935,0,1,0,0,0,25.2,2,1,40.0,15.7419,7.3382521,9.16928533,5.39975,7.399750000000001,3,1,50
7936,0,0,1,0,0,16.55,4,1,50.0,15.6883,6.0524033600000005,9.78676603,7.92188,7.92188,2,0,21
7937,1,0,0,0,1,72.1,9,1,60.0,15.8942,7.86091597,8.597930510000001,5.77159,7.771590000000001,8,0,43
7938,1,0,0,0,1,17.4,3,1,60.0,15.8263,6.93713445,8.45147244,6.65442,4.65442,2,0,27
7939,0,0,0,1,0,52.55,2,0,135.0,16.3607,6.97635294,8.417130539999999,6.453569999999999,5.45357,7,1,27
7940,1,0,0,0,0,31.7,5,1,110.0,15.5507,7.5852268899999995,9.49542108,4.45826,5.45826,3,0,89
7941,1,0,0,0,1,25.7,1,1,60.0,15.6453,5.547142859999999,8.85493356,7.00714,6.00714,13,0,86
7942,1,0,0,0,1,32.5,4,1,70.0,15.5049,7.07584034,9.16950979,6.40669,8.40669,7,1,30
7943,0,0,0,1,0,36.1,5,1,100.0,15.5477,5.85114286,7.3643158600000005,4.24928,6.249280000000001,8,0,50
7944,1,0,0,0,0,31.55,3,1,70.0,15.7193,6.88813445,9.5519842,3.76722,4.76722,10,1,13
7945,0,0,0,1,1,87.27,3,1,330.0,16.3529,7.8151512599999995,8.79982941,7.756819999999999,8.75682,8,1,16
7946,0,0,1,0,0,37.15,1,1,135.0,16.0585,5.296369749999999,8.721830670000001,5.41736,7.4173599999999995,8,1,73
7947,1,0,0,0,0,47.05,3,1,90.0,15.9408,7.0137479,8.60847998,5.91529,4.91529,11,0,85
7948,1,0,0,0,1,20.25,4,1,40.0,16.4236,7.40086555,9.3264051,8.06576,5.06576,5,1,40
7949,1,0,0,0,0,26.25,2,0,80.0,16.0458,6.16257143,8.32746005,4.66542,3.6654199999999997,12,1,55
7950,1,0,0,0,0,36.35,4,0,90.0,16.3233,6.36557143,8.41780391,4.49226,4.49226,4,1,50
7951,1,0,0,0,1,27.34,5,0,110.0,15.5908,7.675865549999999,8.68737655,5.7609699999999995,7.76097,3,1,133
7952,1,0,0,0,0,33.25,3,1,240.0,16.067,5.95194118,8.76604866,6.79293,5.792929999999999,5,1,50
7953,0,1,0,0,0,20.4,3,0,90.0,16.0458,7.43556303,9.24874304,5.123990000000001,7.12399,3,1,15
7954,0,1,0,0,0,26.9,3,0,270.0,15.494,5.61929412,7.2966421299999995,5.5717099999999995,5.5717099999999995,4,0,38
7955,1,0,0,0,1,66.4,2,0,330.0,15.4893,7.460537820000001,8.72216736,4.87081,7.8708100000000005,6,1,38
7956,0,1,0,0,0,50.0,1,1,85.0,15.9339,6.90151261,8.83282456,6.18486,5.1848600000000005,12,1,28
7957,0,1,0,0,0,35.65,8,0,70.0,15.7936,7.493764710000001,9.09151104,6.763820000000001,5.763819999999999,6,1,49
7958,1,0,0,0,1,50.0,10,1,70.0,16.376,7.23452941,8.060131980000001,6.00807,6.00807,8,1,42
7959,1,0,0,0,1,36.15,2,1,40.0,15.7911,6.4396974799999995,9.05795475,6.338850000000001,5.338850000000001,5,1,45
7960,0,1,0,0,0,26.1,5,1,70.0,16.0036,6.11297479,9.11451787,4.409660000000001,6.409660000000001,8,1,38
7961,1,0,0,0,0,18.5,1,1,40.0,15.669,7.845630249999999,8.68771323,6.07021,5.07021,8,1,27
7962,1,0,0,0,1,32.2,9,0,70.0,15.9327,7.7420420199999995,7.945883459999999,7.5671800000000005,4.5671800000000005,9,0,50
7963,0,1,0,0,1,32.25,6,1,90.0,15.8739,6.389941180000001,9.024286230000001,6.57467,7.57467,4,0,86
7964,1,0,0,0,1,89.85,4,1,520.0,15.9635,8.04705042,9.573756509999999,5.65639,5.65639,6,0,42
7965,0,0,1,0,1,60.35,1,1,170.0,16.0951,7.635907560000001,9.39430329,8.14559,5.14559,2,1,50
7966,1,0,0,0,1,27.9,3,1,50.0,15.9188,6.913554619999999,8.00311995,5.99427,4.99427,6,0,27
7967,0,0,1,0,1,26.35,3,1,170.0,15.1094,7.481957980000001,8.97995601,5.59103,4.59103,7,0,27
7968,1,0,0,0,0,24.57,7,1,50.0,15.6254,8.043840340000001,8.7780571,5.5872,4.5872,2,1,16
7969,0,0,1,0,0,41.2,5,1,40.0,16.2475,7.223344539999999,9.16906087,8.12967,5.129669999999999,4,1,52
7970,1,0,0,0,1,88.72,5,1,70.0,15.049,6.03786555,8.72216736,4.90917,4.90917,5,0,28
7971,1,0,0,0,1,71.55,4,1,190.0,16.1397,7.8532437,9.93389747,7.18413,6.18413,3,1,81
7972,1,0,0,0,0,31.55,0,1,55.0,15.0511,4.91845378,7.82243221,6.9515899999999995,3.95159,12,0,2
7973,0,1,0,0,0,45.05,7,1,80.0,15.8727,8.3292521,7.77956096,5.10428,5.10428,5,0,50
7974,1,0,0,0,0,25.15,6,1,100.0,15.9781,6.13861345,8.97950709,6.07914,8.07914,5,1,2
7975,1,0,0,0,1,51.1,8,1,70.0,15.8287,6.175831929999999,8.33935626,5.7292,6.7292,8,0,26
7976,1,0,0,0,0,22.0,2,1,80.0,15.8858,7.856151260000001,9.393629919999999,7.6704300000000005,4.67043,5,1,28
7977,1,0,0,0,1,50.55,7,1,80.0,15.9385,6.43131092,7.8121072,5.472510000000001,5.472510000000001,4,1,25
7978,1,0,0,0,0,37.35,2,0,80.0,16.1407,7.281050420000001,8.912955649999999,6.79049,4.79049,6,1,50
7979,1,0,0,0,0,29.3,3,0,60.0,15.5003,6.91910084,8.53025678,6.91686,5.916860000000001,4,0,134
7980,1,0,0,0,0,52.85,2,1,80.0,15.9431,7.90429412,9.99023613,6.94925,7.94925,6,1,39
7981,1,0,0,0,1,42.65,5,1,70.0,15.8942,6.7141512599999995,9.00105495,7.8926799999999995,5.89268,2,0,28
7982,0,1,0,0,1,25.75,1,1,60.0,16.1487,6.262647059999999,7.29529539,7.18298,7.18298,2,0,37
7983,0,1,0,0,1,27.0,2,1,50.0,15.579,5.05921849,8.53126683,6.41967,4.41967,4,1,40
7984,0,1,0,0,0,30.85,2,1,50.0,15.4878,8.05480672,8.620263959999999,4.08498,5.08498,7,1,27
7985,0,1,0,0,1,47.7,6,1,50.0,15.722,6.8384958,9.05683247,6.87065,5.8706499999999995,4,0,18
7986,0,0,0,1,1,17.8,8,1,50.0,15.6634,6.88695798,9.14728856,4.20977,5.209770000000001,23,1,62
7987,1,0,0,0,0,72.55,4,1,510.0,16.4791,6.840504200000001,9.338750220000001,6.5837900000000005,7.5837900000000005,7,0,54
7988,1,0,0,0,1,42.35,8,1,40.0,15.3819,8.13916807,8.48637547,5.459199999999999,7.4592,3,0,33
7989,1,0,0,0,1,30.49,2,0,60.0,15.6745,5.71010084,8.6998339,7.29969,5.29969,13,1,54
7990,1,0,0,0,0,51.9,3,0,60.0,15.4831,6.66506723,7.531423950000001,6.92805,4.92805,10,1,50
7991,1,0,0,0,0,70.5,3,1,110.0,15.9001,7.119420170000001,8.540581790000001,6.045850000000001,8.04585,3,1,55
7992,1,0,0,0,0,37.35,2,1,40.0,16.0308,7.02486555,8.81060334,8.33033,7.33033,13,0,26
7993,0,1,0,0,0,33.35,3,1,60.0,15.6439,7.820596640000001,8.39547046,5.27081,7.27081,2,1,38
7994,1,0,0,0,1,20.85,12,0,60.0,15.977,7.316487390000001,9.294083319999999,5.5874999999999995,7.5875,13,1,177
7995,0,1,0,0,1,65.35,5,0,90.0,15.5432,6.96187395,8.69927276,6.19923,5.19923,16,0,50
7996,1,0,0,0,0,47.2,1,1,90.0,15.8025,6.735016809999999,9.39531334,6.769699999999999,6.769699999999999,5,0,25
7997,0,1,0,0,1,15.55,2,1,50.0,15.82,7.579504200000001,7.42952056,7.36132,7.36132,6,1,26
7998,1,0,0,0,0,17.45,0,0,270.0,15.68,7.58708403,9.60776172,7.42887,7.42887,6,0,26
7999,0,0,1,0,0,25.1,6,1,40.0,15.7471,5.03103361,9.39385437,5.90128,4.90128,7,1,16
8000,1,0,0,0,0,25.7,0,1,250.0,16.1526,6.373016809999999,8.59680822,7.09334,5.0933399999999995,8,0,38
8001,0,0,1,0,1,82.45,4,1,110.0,15.997,7.03315966,8.47492817,4.70312,5.70312,5,0,27
8002,0,0,1,0,0,26.2,4,1,105.0,16.2976,7.037899159999999,8.27190699,4.04629,5.04629,6,1,16
8003,0,1,0,0,0,67.45,6,1,65.0,15.9385,5.77568067,8.48558987,5.5483899999999995,6.5483899999999995,4,1,43
8004,0,1,0,0,0,67.6,10,1,360.0,15.0145,6.424369749999999,8.9467364,8.36894,8.36894,4,0,74
8005,1,0,0,0,1,21.85,4,1,90.0,15.8811,6.26593277,7.6876459,4.68107,4.68107,2,0,43
8006,1,0,0,0,0,62.65,3,1,90.0,15.8703,6.660100839999999,8.94561411,5.41375,8.41375,4,0,62
8007,1,0,0,0,0,28.2,1,1,110.0,16.1053,6.81659664,8.78961663,8.258849999999999,7.25885,3,1,38
8008,1,0,0,0,1,71.0,10,1,70.0,16.5057,7.49652941,9.76432034,7.80815,7.80815,5,0,42
8009,0,1,0,0,0,25.1,2,0,80.0,15.8188,7.01208403,8.42869007,6.044739999999999,8.044740000000001,6,0,50
8010,1,0,0,0,1,31.65,4,0,110.0,16.2475,7.27292437,8.81105225,7.32927,5.32927,5,0,50
8011,1,0,0,0,1,76.03,7,1,320.0,15.9948,6.80937815,8.67592925,6.45854,8.45854,6,1,43
8012,0,0,1,0,0,22.0,4,1,80.0,16.2232,7.29268908,7.93477285,6.1444600000000005,6.1444600000000005,4,1,41
8013,1,0,0,0,1,25.75,3,1,70.0,16.1397,8.63029412,9.60686389,8.632,8.632,4,1,50
8014,0,1,0,0,0,46.7,6,0,110.0,16.254,7.10116807,8.50769887,6.8350100000000005,4.8350100000000005,7,0,50
8015,1,0,0,0,1,30.6,3,1,60.0,16.1367,7.96168067,8.95728587,6.9929,5.9929,12,1,43
8016,1,0,0,0,0,42.45,3,1,90.0,15.726,6.82489076,8.87883821,7.20176,5.20176,3,1,86
8017,1,0,0,0,0,37.65,4,0,170.0,16.3216,7.25017647,8.72216736,7.9884,7.9884,5,1,38
8018,0,1,0,0,1,60.7,4,1,290.0,15.7485,7.5592521,8.96817202,5.52075,5.52075,6,1,62
8019,1,0,0,0,0,17.15,2,0,100.0,16.253,7.42734454,9.21440115,6.0429200000000005,5.04292,4,0,26
8020,0,0,1,0,1,22.3,0,1,80.0,15.5341,5.230966390000001,7.9908870499999995,4.91633,4.91633,4,1,13
8021,1,0,0,0,1,32.1,9,0,60.0,15.8545,7.85682353,8.69882385,5.12824,4.12824,4,0,15
8022,0,1,0,0,0,52.75,3,1,65.0,15.5356,6.619773110000001,9.61831119,7.639550000000001,7.639550000000001,6,1,31
8023,1,0,0,0,0,32.75,1,1,120.0,15.9188,6.94465546,9.51831568,7.27746,7.27746,9,1,42
8024,1,0,0,0,1,25.5,1,1,80.0,16.0362,7.53003361,9.67464985,5.5686599999999995,5.5686599999999995,4,0,38
